Model,Sample,Attack,Epsilon,MSE_Clean,MSE_Adv,ASR,Degradation
Adversarial-Training,20,Undermining,2.0,0.03480477119852047,0.33394548802223173,0.8957770880371846,9.594819230888309
Adversarial-Training,20,Undermining,3.0,0.03480477119852047,0.453684777275261,0.9232842428446665,13.035131726265934
Adversarial-Training,21,FGSM,0.1,0.0604128002363154,0.0633414502935136,0.04623591729629374,1.048477310201518
Adversarial-Training,21,FGSM,0.5,0.0604128002363154,0.07618545475327086,0.20702973511198075,1.261081334671757
Adversarial-Training,21,FGSM,1.0,0.0604128002363154,0.09473439410329486,0.36229285247295157,1.5681179109845007
Adversarial-Training,21,FGSM,2.0,0.0604128002363154,0.14024471140358397,0.5692329526604056,2.321440338057363
Adversarial-Training,21,FGSM,3.0,0.0604128002363154,0.197119785624006,0.6935223927670602,3.262881125406155
Adversarial-Training,21,BIM,0.1,0.0604128002363154,0.09509943969247972,0.3647407342075778,1.5741604315721398
Adversarial-Training,21,BIM,0.5,0.0604128002363154,0.1416614811784491,0.5735410943486169,2.3448918213410908
Adversarial-Training,21,BIM,1.0,0.0604128002363154,0.1416614811784491,0.5735410943486169,2.3448918213410908
Adversarial-Training,21,BIM,2.0,0.0604128002363154,0.1416614811784491,0.5735410943486169,2.3448918213410908
Adversarial-Training,21,BIM,3.0,0.0604128002363154,0.1416614811784491,0.5735410943486169,2.3448918213410908
Adversarial-Training,21,PGD,0.1,0.0604128002363154,0.09507971370544596,0.36460893831177904,1.5738339115804063
Adversarial-Training,21,PGD,0.5,0.0604128002363154,0.13039676726551114,0.5367001690056922,2.1584294512990794
Adversarial-Training,21,PGD,1.0,0.0604128002363154,0.13751532472313677,0.5606831430755366,2.2762613913809844
Adversarial-Training,21,PGD,2.0,0.0604128002363154,0.13840971417073836,0.5635219637706075,2.2910660262282856
Adversarial-Training,21,PGD,3.0,0.0604128002363154,0.14724460821512017,0.5897112908334543,2.4373081141603556
Adversarial-Training,21,Channel-Aware,0.1,0.0604128002363154,0.1412605325724996,0.5723306493601845,2.338255005891697
Adversarial-Training,21,Channel-Aware,0.5,0.0604128002363154,0.14125460881569157,0.5723127143048354,2.3381569512280356
Adversarial-Training,21,Channel-Aware,1.0,0.0604128002363154,0.14133326223307102,0.5725507266881779,2.3394588842136246
Adversarial-Training,21,Channel-Aware,2.0,0.0604128002363154,0.14132618398086924,0.5725293181022051,2.3393417194377144
Adversarial-Training,21,Channel-Aware,3.0,0.0604128002363154,0.1412452746431244,0.5722844506553819,2.338002444690834
Adversarial-Training,21,Pilot-Contamination,0.1,0.0604128002363154,0.06035965146689485,-0.0008805347302195939,0.9991202399290772
Adversarial-Training,21,Pilot-Contamination,0.5,0.0604128002363154,0.06182071575043694,0.022774170389827438,1.0233049206230174
Adversarial-Training,21,Pilot-Contamination,1.0,0.0604128002363154,0.06142717122873536,0.01651339256113166,1.016790663376835
Adversarial-Training,21,Pilot-Contamination,2.0,0.0604128002363154,0.06319881100958409,0.04408327828898858,1.0461162330229805
Adversarial-Training,21,Pilot-Contamination,3.0,0.0604128002363154,0.06893240683642261,0.12359363311256977,1.1410232031420702
Adversarial-Training,21,Undermining,0.1,0.0604128002363154,0.08334163000338742,0.27511856638921117,1.3795359539266816
Adversarial-Training,21,Undermining,0.5,0.0604128002363154,0.12161419341499928,0.5032421912287716,2.0130534082062703
Adversarial-Training,21,Undermining,1.0,0.0604128002363154,0.1574859963067525,0.6163925577316547,2.6068315934821435
Adversarial-Training,21,Undermining,2.0,0.0604128002363154,0.29109883262722147,0.7924663603385882,4.818495939412453
Adversarial-Training,21,Undermining,3.0,0.0604128002363154,0.45364639689879055,0.8668284358714005,7.509110571340379
Adversarial-Training,22,FGSM,0.1,0.014985825315695296,0.01637643173482705,0.08491510492938531,1.0927947837264134
Adversarial-Training,22,FGSM,0.5,0.014985825315695296,0.023075834500038493,0.35058360226711205,1.539844086923273
Adversarial-Training,22,FGSM,1.0,0.014985825315695296,0.03405649248751684,0.559971558398498,2.272580373124196
Adversarial-Training,22,FGSM,2.0,0.014985825315695296,0.06479331775716332,0.7687134131352841,4.32364026619892
Adversarial-Training,22,FGSM,3.0,0.014985825315695296,0.10740642402391432,0.8604755213490892,7.167201122478251
Adversarial-Training,22,BIM,0.1,0.014985825315695296,0.03500919002802741,0.5719459575129259,2.336153617869867
Adversarial-Training,22,BIM,0.5,0.014985825315695296,0.0683321731032119,0.7806915156487113,4.559787109732601
Adversarial-Training,22,BIM,1.0,0.014985825315695296,0.0683321731032119,0.7806915156487113,4.559787109732601
Adversarial-Training,22,BIM,2.0,0.014985825315695296,0.0683321731032119,0.7806915156487113,4.559787109732601
Adversarial-Training,22,BIM,3.0,0.014985825315695296,0.0683321731032119,0.7806915156487113,4.559787109732601
Adversarial-Training,22,PGD,0.1,0.014985825315695296,0.03495925131907303,0.5713344894340072,2.3328212215618653
Adversarial-Training,22,PGD,0.5,0.014985825315695296,0.0631397512553216,0.7626562503375043,4.21329822850615
Adversarial-Training,22,PGD,1.0,0.014985825315695296,0.0646881175527598,0.7683372792001124,4.3166202855046745
Adversarial-Training,22,PGD,2.0,0.014985825315695296,0.08600713624496592,0.825760675567518,5.739232536955236
Adversarial-Training,22,PGD,3.0,0.014985825315695296,0.11046545763305836,0.8643392637228293,7.371329593530172
Adversarial-Training,22,Channel-Aware,0.1,0.014985825315695296,0.0664654182771339,0.7745319941685995,4.435219073821835
Adversarial-Training,22,Channel-Aware,0.5,0.014985825315695296,0.06643010301631491,0.7744121319213543,4.432862496184299
Adversarial-Training,22,Channel-Aware,1.0,0.014985825315695296,0.0664777105568756,0.7745736850718702,4.436039334266805
Adversarial-Training,22,Channel-Aware,2.0,0.014985825315695296,0.066295748702776,0.773954957762355,4.423897069809137
Adversarial-Training,22,Channel-Aware,3.0,0.014985825315695296,0.06640378334817026,0.7743227183740243,4.431106191970804
Adversarial-Training,22,Pilot-Contamination,0.1,0.014985825315695296,0.01503291575108688,0.003132488478702403,1.0031423317968522
Adversarial-Training,22,Pilot-Contamination,0.5,0.014985825315695296,0.01542367120901166,0.028387916688767476,1.0292173359886818
Adversarial-Training,22,Pilot-Contamination,1.0,0.014985825315695296,0.016299678503955427,0.08060607992613475,1.08767306174883
Adversarial-Training,22,Pilot-Contamination,2.0,0.014985825315695296,0.018284587259432085,0.18041216336645097,1.2201254768585788
Adversarial-Training,22,Pilot-Contamination,3.0,0.014985825315695296,0.019292788215493135,0.22324211781577114,1.2874024492522926
Adversarial-Training,22,Undermining,0.1,0.014985825315695296,0.024216990084273665,0.3811854708803395,1.6159930850728772
Adversarial-Training,22,Undermining,0.5,0.014985825315695296,0.08030087873322302,0.8133790619467383,5.358455543260635
Adversarial-Training,22,Undermining,1.0,0.014985825315695296,0.1533950397127644,0.9023056720493924,10.236008793730381
Adversarial-Training,22,Undermining,2.0,0.014985825315695296,0.26040178681011805,0.942451142523754,17.37653958486945
Adversarial-Training,22,Undermining,3.0,0.014985825315695296,0.36540625118150716,0.9589885907336285,24.383458600628526
Adversarial-Training,23,FGSM,0.1,0.02605838348038902,0.02775117892021242,0.06099904601135565,1.0649616443436472
Adversarial-Training,23,FGSM,0.5,0.02605838348038902,0.03562597935414512,0.26855671190532193,1.3671599921367519
Adversarial-Training,23,FGSM,1.0,0.02605838348038902,0.04794579569603182,0.4565032636939695,1.8399374516886204
Adversarial-Training,23,FGSM,2.0,0.02605838348038902,0.08075116047642772,0.6773001982058723,3.0988553275838964
Adversarial-Training,23,FGSM,3.0,0.02605838348038902,0.12430891795046264,0.7903739819312614,4.770400207058694
Adversarial-Training,23,BIM,0.1,0.02605838348038902,0.04910421837107219,0.46932495119929885,1.8843923456735898
Adversarial-Training,23,BIM,0.5,0.02605838348038902,0.0850950114310954,0.693773077385512,3.265552197247234
Adversarial-Training,23,BIM,1.0,0.02605838348038902,0.0850950114310954,0.693773077385512,3.265552197247234
Adversarial-Training,23,BIM,2.0,0.02605838348038902,0.0850950114310954,0.693773077385512,3.265552197247234
Adversarial-Training,23,BIM,3.0,0.02605838348038902,0.0850950114310954,0.693773077385512,3.265552197247234
Adversarial-Training,23,PGD,0.1,0.02605838348038902,0.0490348292850914,0.4685739940301609,1.8817295141118002
Adversarial-Training,23,PGD,0.5,0.02605838348038902,0.07412293473070745,0.6484437161715128,2.8444947395332782
Adversarial-Training,23,PGD,1.0,0.02605838348038902,0.08517715999348888,0.6940684159652543,3.2687046783846503
Adversarial-Training,23,PGD,2.0,0.02605838348038902,0.09895707164372168,0.7366698200790757,3.797513829597091
Adversarial-Training,23,PGD,3.0,0.02605838348038902,0.10461950724953306,0.750922326385691,4.014811867676575
Adversarial-Training,23,Channel-Aware,0.1,0.02605838348038902,0.08315013414131044,0.6866104456776485,3.1909168196825193
Adversarial-Training,23,Channel-Aware,0.5,0.02605838348038902,0.08312618578065166,0.6865201592534234,3.1899977925802894
Adversarial-Training,23,Channel-Aware,1.0,0.02605838348038902,0.0830401077631303,0.6861952111777134,3.1866945171646774
Adversarial-Training,23,Channel-Aware,2.0,0.02605838348038902,0.0830026129637178,0.6860534560305988,3.1852556405190593
Adversarial-Training,23,Channel-Aware,3.0,0.02605838348038902,0.08329020827782466,0.6871374916788765,3.196292215919958
Adversarial-Training,23,Pilot-Contamination,0.1,0.02605838348038902,0.02591931163835946,-0.005365568498499064,0.9946630671801179
Adversarial-Training,23,Pilot-Contamination,0.5,0.02605838348038902,0.026691269985362153,0.02371136724929969,1.0242872511815413
Adversarial-Training,23,Pilot-Contamination,1.0,0.02605838348038902,0.027257793210562088,0.04400245173583269,1.0460277872215564
Adversarial-Training,23,Pilot-Contamination,2.0,0.02605838348038902,0.030654996450590034,0.14994661563930925,1.1763967044870733
Adversarial-Training,23,Pilot-Contamination,3.0,0.02605838348038902,0.03698830667780648,0.2954967171821243,1.4194398016148273
Adversarial-Training,23,Undermining,0.1,0.02605838348038902,0.04066571844243837,0.3592051369441752,1.5605618235314755
Adversarial-Training,23,Undermining,0.5,0.02605838348038902,0.06397961002334675,0.592707997581103,2.4552409427659403
Adversarial-Training,23,Undermining,1.0,0.02605838348038902,0.14460039194227517,0.8197903675752719,5.549092945504402
Adversarial-Training,23,Undermining,2.0,0.02605838348038902,0.2983031690790764,0.912644630759919,11.447493253124199
Adversarial-Training,23,Undermining,3.0,0.02605838348038902,0.4009614847414812,0.9350102579124524,15.387043676106623
Adversarial-Training,24,FGSM,0.1,0.03977054857088963,0.042096950959066036,0.055262966442356794,1.05849560722125
Adversarial-Training,24,FGSM,0.5,0.03977054857088963,0.05250399001156497,0.2425233099021725,1.3201726377492233
Adversarial-Training,24,FGSM,1.0,0.03977054857088963,0.06798857733182255,0.41504072990398144,1.70952073267572
Adversarial-Training,24,FGSM,2.0,0.03977054857088963,0.10720074439391192,0.6290086529180086,2.695480657070402
Adversarial-Training,24,FGSM,3.0,0.03977054857088963,0.15735732026827506,0.7472596222210337,3.95662936325334
Adversarial-Training,24,BIM,0.1,0.03977054857088963,0.06830665009739212,0.41776461714658103,1.717518428885583
Adversarial-Training,24,BIM,0.5,0.03977054857088963,0.10857692449710377,0.6337108574856485,2.730083652317975
Adversarial-Training,24,BIM,1.0,0.03977054857088963,0.10857692449710377,0.6337108574856485,2.730083652317975
Adversarial-Training,24,BIM,2.0,0.03977054857088963,0.10857692449710377,0.6337108574856485,2.730083652317975
Adversarial-Training,24,BIM,3.0,0.03977054857088963,0.10857692449710377,0.6337108574856485,2.730083652317975
Adversarial-Training,24,PGD,0.1,0.03977054857088963,0.06828048947590425,0.4175415425965216,1.7168606400838708
Adversarial-Training,24,PGD,0.5,0.03977054857088963,0.09952732391147814,0.6004057277149092,2.502538372938812
Adversarial-Training,24,PGD,1.0,0.03977054857088963,0.11176808500821415,0.6441690079241603,2.810322940579796
Adversarial-Training,24,PGD,2.0,0.03977054857088963,0.12729810560605162,0.6875794154080563,3.200813420492482
Adversarial-Training,24,PGD,3.0,0.03977054857088963,0.14222397899017122,0.7203667844672094,3.576113081182722
Adversarial-Training,24,Channel-Aware,0.1,0.03977054857088963,0.10771794611574273,0.6307899472186719,2.7084852984549412
Adversarial-Training,24,Channel-Aware,0.5,0.03977054857088963,0.10767553615991488,0.6306445271670233,2.707418932579895
Adversarial-Training,24,Channel-Aware,1.0,0.03977054857088963,0.10760912223564598,0.6304165692960604,2.7057490052931112
Adversarial-Training,24,Channel-Aware,2.0,0.03977054857088963,0.107690828403914,0.6306969761461676,2.707803444349248
Adversarial-Training,24,Channel-Aware,3.0,0.03977054857088963,0.10761838247092173,0.6304483708288818,2.7059818468205354
Adversarial-Training,24,Pilot-Contamination,0.1,0.03977054857088963,0.03996998400585543,0.004989630091835435,1.005014651347097
Adversarial-Training,24,Pilot-Contamination,0.5,0.03977054857088963,0.039765035884768984,-0.00013863148864294353,0.9998613877273828
Adversarial-Training,24,Pilot-Contamination,1.0,0.03977054857088963,0.041327165156318305,0.037665699535422675,1.0391399324717399
Adversarial-Training,24,Pilot-Contamination,2.0,0.03977054857088963,0.043679218211327496,0.08948579669001988,1.0982805060752632
Adversarial-Training,24,Pilot-Contamination,3.0,0.03977054857088963,0.050320955449478004,0.20966229246543086,1.2652819047688677
Adversarial-Training,24,Undermining,0.1,0.03977054857088963,0.05228017665863685,0.23928052442188125,1.3145450223159292
Adversarial-Training,24,Undermining,0.5,0.03977054857088963,0.109860254110584,0.6379896542851878,2.762351993077538
Adversarial-Training,24,Undermining,1.0,0.03977054857088963,0.1460578146113887,0.727706807905446,3.6725119431291144
Adversarial-Training,24,Undermining,2.0,0.03977054857088963,0.28797704984753003,0.8618968122913051,7.240962475893961
Adversarial-Training,24,Undermining,3.0,0.03977054857088963,0.40976759111780975,0.9029436455372201,10.30329240712919
Adversarial-Training,25,FGSM,0.1,0.009843476183327003,0.010940507219976123,0.10027241101272394,1.1114475228280924
Adversarial-Training,25,FGSM,0.5,0.009843476183327003,0.01664200170136673,0.4085160931981755,1.6906630738392143
Adversarial-Training,25,FGSM,1.0,0.009843476183327003,0.026706414268616502,0.6314190259942772,2.7131080292399288
Adversarial-Training,25,FGSM,2.0,0.009843476183327003,0.056538244997716994,0.8258970333492933,5.743727515029918
Adversarial-Training,25,FGSM,3.0,0.009843476183327003,0.0991599045570726,0.9007312862260624,10.073667341729422
Adversarial-Training,25,BIM,0.1,0.009843476183327003,0.027284683331383622,0.6392306971726971,2.771854457025938
Adversarial-Training,25,BIM,0.5,0.009843476183327003,0.05880632304716823,0.8326119425043527,5.974141853136707
Adversarial-Training,25,BIM,1.0,0.009843476183327003,0.05880632304716823,0.8326119425043527,5.974141853136707
Adversarial-Training,25,BIM,2.0,0.009843476183327003,0.05880632304716823,0.8326119425043527,5.974141853136707
Adversarial-Training,25,BIM,3.0,0.009843476183327003,0.05880632304716823,0.8326119425043527,5.974141853136707
Adversarial-Training,25,PGD,0.1,0.009843476183327003,0.02720761796528485,0.6382088209307173,2.7640253766621017
Adversarial-Training,25,PGD,0.5,0.009843476183327003,0.053094485904146935,0.814604548557119,5.393875589812368
Adversarial-Training,25,PGD,1.0,0.009843476183327003,0.05655380764129337,0.8259449435171243,5.745308525974277
Adversarial-Training,25,PGD,2.0,0.009843476183327003,0.06804794202146747,0.8553449833909507,6.912999102565807
Adversarial-Training,25,PGD,3.0,0.009843476183327003,0.1057044515540228,0.9068773732930607,10.73852870524198
Adversarial-Training,25,Channel-Aware,0.1,0.009843476183327003,0.056494747240000254,0.8257629839193709,5.739308572279753
Adversarial-Training,25,Channel-Aware,0.5,0.009843476183327003,0.05632363568178274,0.825233650772463,5.721925327272532
Adversarial-Training,25,Channel-Aware,1.0,0.009843476183327003,0.05622177275768305,0.8249170081179656,5.711577059830973
Adversarial-Training,25,Channel-Aware,2.0,0.009843476183327003,0.056358944099127825,0.825343140460303,5.725512313890623
Adversarial-Training,25,Channel-Aware,3.0,0.009843476183327003,0.05631716832120931,0.8252135809246662,5.721268307287622
Adversarial-Training,25,Pilot-Contamination,0.1,0.009843476183327003,0.00980280518630197,-0.004148914137543533,0.9958682282287712
Adversarial-Training,25,Pilot-Contamination,0.5,0.009843476183327003,0.009790904297403827,-0.005369461729609226,0.994659215408859
Adversarial-Training,25,Pilot-Contamination,1.0,0.009843476183327003,0.010833020930937383,0.09134522622257636,1.1005279770256855
Adversarial-Training,25,Pilot-Contamination,2.0,0.009843476183327003,0.013672645156200626,0.28006058294704383,1.3890057639758924
Adversarial-Training,25,Pilot-Contamination,3.0,0.009843476183327003,0.013880266851333513,0.2908294711652957,1.4100980784455062
Adversarial-Training,25,Undermining,0.1,0.009843476183327003,0.022900940859438283,0.5701715382025381,2.3265095005998155
Adversarial-Training,25,Undermining,0.5,0.009843476183327003,0.08218200376867799,0.8802234585197757,8.348880236829224
Adversarial-Training,25,Undermining,1.0,0.009843476183327003,0.14195678193879782,0.9306586409688348,14.421407569334693
Adversarial-Training,25,Undermining,2.0,0.009843476183327003,0.3197237164147789,0.9692125554722472,32.48077309887037
Adversarial-Training,25,Undermining,3.0,0.009843476183327003,0.4080151258590622,0.9758747272846764,41.450308636918635
Adversarial-Training,26,FGSM,0.1,0.03560144807214928,0.03786814934118929,0.05985772498722327,1.0636687941582137
Adversarial-Training,26,FGSM,0.5,0.03560144807214928,0.04813752555938898,0.26042214138683745,1.3521226850614139
Adversarial-Training,26,FGSM,1.0,0.03560144807214928,0.06365716620786045,0.44073149665664546,1.7880499152409177
Adversarial-Training,26,FGSM,2.0,0.03560144807214928,0.10354176888567392,0.6561634164135367,2.908358353172544
Adversarial-Training,26,FGSM,3.0,0.03560144807214928,0.1548400426689302,0.7700759605945718,4.349262489411499
Adversarial-Training,26,BIM,0.1,0.03560144807214928,0.06407076830308427,0.4443417955636489,1.7996674790654457
Adversarial-Training,26,BIM,0.5,0.03560144807214928,0.10522983488888642,0.6616791415691061,2.9557740088445126
Adversarial-Training,26,BIM,1.0,0.03560144807214928,0.10522983488888642,0.6616791415691061,2.9557740088445126
Adversarial-Training,26,BIM,2.0,0.03560144807214928,0.10522983488888642,0.6616791415691061,2.9557740088445126
Adversarial-Training,26,BIM,3.0,0.03560144807214928,0.10522983488888642,0.6616791415691061,2.9557740088445126
Adversarial-Training,26,PGD,0.1,0.03560144807214928,0.06402623159268202,0.44395527916376065,1.7984164987594764
Adversarial-Training,26,PGD,0.5,0.03560144807214928,0.09739993182062762,0.634481796786951,2.735841857422164
Adversarial-Training,26,PGD,1.0,0.03560144807214928,0.09904853960282095,0.6405656437246922,2.782149181181925
Adversarial-Training,26,PGD,2.0,0.03560144807214928,0.11076501260215209,0.678585798567791,3.1112502047017196
Adversarial-Training,26,PGD,3.0,0.03560144807214928,0.14660585996209644,0.7571621756364056,4.117974630273115
Adversarial-Training,26,Channel-Aware,0.1,0.03560144807214928,0.10433638809225414,0.6587820536717208,2.9306782095157424
Adversarial-Training,26,Channel-Aware,0.5,0.03560144807214928,0.10438356890408121,0.6589362823485783,2.9320034593126456
Adversarial-Training,26,Channel-Aware,1.0,0.03560144807214928,0.10432288918423108,0.658737901619287,2.9302990421291883
Adversarial-Training,26,Channel-Aware,2.0,0.03560144807214928,0.10433792953695102,0.6587870946821778,2.9307215067629153
Adversarial-Training,26,Channel-Aware,3.0,0.03560144807214928,0.10428652456641005,0.6586189038308766,2.929277605648646
Adversarial-Training,26,Pilot-Contamination,0.1,0.03560144807214928,0.035633366806369235,0.0008957540945653565,1.0008965571893387
Adversarial-Training,26,Pilot-Contamination,0.5,0.03560144807214928,0.03674849236350258,0.031213370061747344,1.03221903471535
Adversarial-Training,26,Pilot-Contamination,1.0,0.03560144807214928,0.03704668470007891,0.03901122704041987,1.040594883247466
Adversarial-Training,26,Pilot-Contamination,2.0,0.03560144807214928,0.043716011352800184,0.18561993717048328,1.2279278995676264
Adversarial-Training,26,Pilot-Contamination,3.0,0.03560144807214928,0.04010701614335296,0.11233865055180367,1.1265557530714136
Adversarial-Training,26,Undermining,0.1,0.03560144807214928,0.0496883415828696,0.2835050046342636,1.3956831610380585
Adversarial-Training,26,Undermining,0.5,0.03560144807214928,0.08960604452733043,0.6026892129884094,2.5169213439222013
Adversarial-Training,26,Undermining,1.0,0.03560144807214928,0.1301031319110015,0.7263597920417254,3.6544337086327707
Adversarial-Training,26,Undermining,2.0,0.03560144807214928,0.2902995763839565,0.8773630726037918,8.154150802957238
Adversarial-Training,26,Undermining,3.0,0.03560144807214928,0.44984253955310455,0.9208579781993995,12.6355124275131
Adversarial-Training,27,FGSM,0.1,0.04690327088116248,0.04946870582866045,0.05185975465749184,1.0546962908833786
Adversarial-Training,27,FGSM,0.5,0.04690327088116248,0.06094744232468558,0.23043085825826004,1.299428401893472
Adversarial-Training,27,FGSM,1.0,0.04690327088116248,0.07796949365745696,0.39844074033336147,1.6623466166145664
Adversarial-Training,27,FGSM,2.0,0.04690327088116248,0.12057509706519763,0.6110036647467856,2.5707183059939553
Adversarial-Training,27,FGSM,3.0,0.04690327088116248,0.1740962998585322,0.7305900761861378,3.7118157558698877
Adversarial-Training,27,BIM,0.1,0.04690327088116248,0.07851643815612461,0.4026311944016295,1.6740077329587426
Adversarial-Training,27,BIM,0.5,0.04690327088116248,0.12267017775733746,0.6176473227751805,2.615386420877629
Adversarial-Training,27,BIM,1.0,0.04690327088116248,0.12267017775733746,0.6176473227751805,2.615386420877629
Adversarial-Training,27,BIM,2.0,0.04690327088116248,0.12267017775733746,0.6176473227751805,2.615386420877629
Adversarial-Training,27,BIM,3.0,0.04690327088116248,0.12267017775733746,0.6176473227751805,2.615386420877629
Adversarial-Training,27,PGD,0.1,0.04690327088116248,0.07847111565253417,0.4022861725472643,1.6730414356677654
Adversarial-Training,27,PGD,0.5,0.04690327088116248,0.11255569267915214,0.5832883280736095,2.399740797701111
Adversarial-Training,27,PGD,1.0,0.04690327088116248,0.1284052288688447,0.6347246035512286,2.737660432983053
Adversarial-Training,27,PGD,2.0,0.04690327088116248,0.12529928152495148,0.6256700732013185,2.6714401612292415
Adversarial-Training,27,PGD,3.0,0.04690327088116248,0.15729383599257055,0.7018111321070595,3.3535792501785555
Adversarial-Training,27,Channel-Aware,0.1,0.04690327088116248,0.12219874610611964,0.6161722409129239,2.6053352742867597
Adversarial-Training,27,Channel-Aware,0.5,0.04690327088116248,0.12213047812328734,0.6159576904807094,2.60387976848621
Adversarial-Training,27,Channel-Aware,1.0,0.04690327088116248,0.12209059845290265,0.615832246909202,2.6030295149828726
Adversarial-Training,27,Channel-Aware,2.0,0.04690327088116248,0.12203409212005943,0.6156543629216484,2.6018247731433024
Adversarial-Training,27,Channel-Aware,3.0,0.04690327088116248,0.12206074017365966,0.6157382724827678,2.602392922295794
Adversarial-Training,27,Pilot-Contamination,0.1,0.04690327088116248,0.04678080295383065,-0.002617909903186093,0.9973889256542017
Adversarial-Training,27,Pilot-Contamination,0.5,0.04690327088116248,0.046518684653393906,-0.008267349574350347,0.991800439062278
Adversarial-Training,27,Pilot-Contamination,1.0,0.04690327088116248,0.049420716913327306,0.0509390836353073,1.053673144428311
Adversarial-Training,27,Pilot-Contamination,2.0,0.04690327088116248,0.04888834867545762,0.0406043126445722,1.0423228008836458
Adversarial-Training,27,Pilot-Contamination,3.0,0.04690327088116248,0.053120527590679825,0.11704056777117146,1.1325548643562586
Adversarial-Training,27,Undermining,0.1,0.04690327088116248,0.0771808183427125,0.39229368270113524,1.6455316845228853
Adversarial-Training,27,Undermining,0.5,0.04690327088116248,0.12941665448022446,0.6375793280274484,2.7592245071377617
Adversarial-Training,27,Undermining,1.0,0.04690327088116248,0.20392284134212557,0.7699950109930457,4.347731778851825
Adversarial-Training,27,Undermining,2.0,0.04690327088116248,0.3076424389347755,0.847539659861081,6.5590828348462225
Adversarial-Training,27,Undermining,3.0,0.04690327088116248,0.4746534500598176,0.9011841778981032,10.11983687155708
Adversarial-Training,28,FGSM,0.1,0.021393334365015528,0.023002345524969815,0.06994987351214471,1.0752108639308466
Adversarial-Training,28,FGSM,0.5,0.021393334365015528,0.030377092095001005,0.2957412020179471,1.4199325629517854
Adversarial-Training,28,FGSM,1.0,0.021393334365015528,0.041757814977349254,0.4876807041599293,1.951907742144007
Adversarial-Training,28,FGSM,2.0,0.021393334365015528,0.07198727076160216,0.7028178157237948,3.3649392625453833
Adversarial-Training,28,FGSM,3.0,0.021393334365015528,0.11224058857148295,0.8093975215446175,5.24652149386445
Adversarial-Training,28,BIM,0.1,0.021393334365015528,0.04253286191197004,0.49701634446106263,1.9881361729905898
Adversarial-Training,28,BIM,0.5,0.021393334365015528,0.0749684295004944,0.7146354204355522,3.5042891501331415
Adversarial-Training,28,BIM,1.0,0.021393334365015528,0.0749684295004944,0.7146354204355522,3.5042891501331415
Adversarial-Training,28,BIM,2.0,0.021393334365015528,0.0749684295004944,0.7146354204355522,3.5042891501331415
Adversarial-Training,28,BIM,3.0,0.021393334365015528,0.0749684295004944,0.7146354204355522,3.5042891501331415
Adversarial-Training,28,PGD,0.1,0.021393334365015528,0.04248699277472662,0.49647332117745574,1.9859920875263606
Adversarial-Training,28,PGD,0.5,0.021393334365015528,0.07040686275472817,0.696147029877725,3.2910654110031747
Adversarial-Training,28,PGD,1.0,0.021393334365015528,0.07669440909247603,0.7210574458012965,3.5849675316576284
Adversarial-Training,28,PGD,2.0,0.021393334365015528,0.09518667380017427,0.7752486402673694,4.449361290581838
Adversarial-Training,28,PGD,3.0,0.021393334365015528,0.1003437021106989,0.7867994312048158,4.690419006155055
Adversarial-Training,28,Channel-Aware,0.1,0.021393334365015528,0.07302753989925027,0.7070511426986306,3.413565115808784
Adversarial-Training,28,Channel-Aware,0.5,0.021393334365015528,0.07306999123121606,0.7072213366316085,3.4155494409841625
Adversarial-Training,28,Channel-Aware,1.0,0.021393334365015528,0.07319769077243105,0.7077321136874847,3.4215185685187564
Adversarial-Training,28,Channel-Aware,2.0,0.021393334365015528,0.07296306600142885,0.7067922781014084,3.4105513781313674
Adversarial-Training,28,Channel-Aware,3.0,0.021393334365015528,0.07312193265052899,0.7074293089699843,3.4179773663569306
Adversarial-Training,28,Pilot-Contamination,0.1,0.021393334365015528,0.02125628498468833,-0.006447475672532553,0.993593827965812
Adversarial-Training,28,Pilot-Contamination,0.5,0.021393334365015528,0.021587035134956755,0.00897301406748347,1.0090542580523578
Adversarial-Training,28,Pilot-Contamination,1.0,0.021393334365015528,0.02169307999543411,0.013817569034995121,1.0140111693345362
Adversarial-Training,28,Pilot-Contamination,2.0,0.021393334365015528,0.025566656791683153,0.16323301324345266,1.1950758285483656
Adversarial-Training,28,Pilot-Contamination,3.0,0.021393334365015528,0.02439783563571178,0.12314622147460008,1.140440999959759
Adversarial-Training,28,Undermining,0.1,0.021393334365015528,0.03494331606780307,0.38777034430548957,1.63337399732067
Adversarial-Training,28,Undermining,0.5,0.021393334365015528,0.0777427150259966,0.7248187903154429,3.63396905314251
Adversarial-Training,28,Undermining,1.0,0.021393334365015528,0.15199443679304062,0.8592492276928186,7.104756752719986
Adversarial-Training,28,Undermining,2.0,0.021393334365015528,0.3227416325572228,0.9337137443486706,15.086083686187857
Adversarial-Training,28,Undermining,3.0,0.021393334365015528,0.4437366332492115,0.9517882167889425,20.74181731926992
Adversarial-Training,29,FGSM,0.1,0.008779426842266241,0.009848615050337744,0.10856229049533588,1.1217833723409116
Adversarial-Training,29,FGSM,0.5,0.008779426842266241,0.015206671887263339,0.42265954658891336,1.7320802554051498
Adversarial-Training,29,FGSM,1.0,0.008779426842266241,0.02432012863119034,0.639005739837794,2.7701271470373756
Adversarial-Training,29,FGSM,2.0,0.008779426842266241,0.0505934942224888,0.8264712296079406,5.762733163732253
Adversarial-Training,29,FGSM,3.0,0.008779426842266241,0.08747919654796825,0.8996398322262581,9.96411247791515
